Empresa,"Tipo
Docto","Nro
Docto",Detalle,DOCUMENTO CRUCE
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,2,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,23,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,24,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,25,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,26,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,27,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,28,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,2,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,23,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,24,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,25,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,26,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,27,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,28,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,23,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,24,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,25,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,36,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,37,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,38,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,39,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,40,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,23,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,24,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,25,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,26,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,27,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,28,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,30,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,36,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,37,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,38,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,39,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,40,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,41,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,30,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,NI,55,RECLASIFICACION CTA NOMINA IC ENERGI,
Ticenergi,NI,55,RECLASIFICACION CTA NOMINA,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,2,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,2,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,36,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,37,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,38,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,39,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,40,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,27,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,28,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,30,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL IC ENERGI,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,10,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,NI,55,RECLASIFICACION CUENTAS PERSONAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,11,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,12,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,13,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,14,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,15,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,16,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,17,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,18,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,19,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,20,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,21,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,22,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,23,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,24,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,25,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,26,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,27,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,28,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,29,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,30,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,36,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,37,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,38,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,39,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,40,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,41,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,42,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,43,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,44,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,45,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,46,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,47,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,48,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,49,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,2,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,7,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,8,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,9,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,31,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,32,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,33,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,34,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,35,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,5,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,6,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,3,COMPROBANTE DE CONSOLIDACION MENSUAL,
Ticenergi,PM,4,COMPROBANTE DE CONSOLIDACION MENSUAL,
